gene	geneCat	labelGene	lof_z	wlof
H1F0	Other gene (n = 17,031)		1.6864	0
MCCC2	Other gene (n = 17,031)		2.0409	0
CCDC159	Other gene (n = 17,031)		1.9254	0
POLR2D	Other gene (n = 17,031)		1.7542	0
GPRC5D	Other gene (n = 17,031)		1.8495	0
ABCD4	Other gene (n = 17,031)		2.065	0
ZBTB8B	Other gene (n = 17,031)		1.8509	0
MYL3	Other gene (n = 17,031)		1.7771	0
NAP1L3	Other gene (n = 17,031)		1.7771	0
CWC27	Other gene (n = 17,031)		1.9449	0
CYSTM1	Other gene (n = 17,031)		1.7237	0
SLC17A2	Other gene (n = 17,031)		1.9302	0
ASB3	Other gene (n = 17,031)		1.9545	0
MBIP	Other gene (n = 17,031)		1.9037	0
GALNT6	Other gene (n = 17,031)		1.9973	0
DLGAP5	Other gene (n = 17,031)		2.093	0
DOLK	Other gene (n = 17,031)		1.847	0
GPR75-ASB3	Other gene (n = 17,031)		1.9545	0
GCNT7	Other gene (n = 17,031)		1.7729	0
SFT2D2	Other gene (n = 17,031)		1.8123	0
TBCB	Other gene (n = 17,031)		1.8108	0
RFC4	Other gene (n = 17,031)		1.9397	0
MLPH	Other gene (n = 17,031)		2.0037	0
TMEM8A	Other gene (n = 17,031)		2.0027	0
CYB561A3	Other gene (n = 17,031)		1.8088	0
PFN2	Other gene (n = 17,031)		1.7205	0
RPP40	Other gene (n = 17,031)		1.8702	0
CDC42EP4	Other gene (n = 17,031)		1.748	0
ESM1	Other gene (n = 17,031)		1.7478	0
SLC36A1	Other gene (n = 17,031)		1.9232	0
ANKRD24	Other gene (n = 17,031)		2.1074	0
RNF13	Other gene (n = 17,031)		1.8578	0
KLHDC1	Other gene (n = 17,031)		1.9595	0
HSD17B12	Other gene (n = 17,031)		1.8578	0
GSTA4	Other gene (n = 17,031)		1.8076	0
FUCA2	Other gene (n = 17,031)		1.9305	0
MCCC1	Other gene (n = 17,031)		2.0347	0
PRDX2	Other gene (n = 17,031)		1.7677	0
SGSM3	Other gene (n = 17,031)		2.0852	0
RIN3	Other gene (n = 17,031)		1.9962	0
POPDC3	Other gene (n = 17,031)		1.8057	0
VTA1	Other gene (n = 17,031)		1.8539	0
RP11-196G11.1	Other gene (n = 17,031)		1.7687	0
TRAPPC1	Other gene (n = 17,031)		1.7677	0
ACSS2	Other gene (n = 17,031)		2.0521	0
TMEM173	Other gene (n = 17,031)		1.8348	0
UTP23	Other gene (n = 17,031)		1.7667	0
ZBTB49	Other gene (n = 17,031)		1.9615	0
MRPL39	Other gene (n = 17,031)		1.9048	0
NLN	Other gene (n = 17,031)		2.0271	0
RBM24	Other gene (n = 17,031)		1.767	0
CD80	Other gene (n = 17,031)		1.8049	0
SERPINB5	Other gene (n = 17,031)		1.8196	0
ZNF680	Other gene (n = 17,031)		1.7175	0
LRRC58	Other gene (n = 17,031)		1.821	0
IL27RA	Other gene (n = 17,031)		2.0261	0
ARHGAP15	Other gene (n = 17,031)		1.9607	0
NOM1	Other gene (n = 17,031)		1.9888	0
N4BP2L2	Other gene (n = 17,031)		1.9774	0
DNTTIP2	Other gene (n = 17,031)		1.9549	0
PIGQ	Other gene (n = 17,031)		1.9122	0
MCF2L2	Other gene (n = 17,031)		2.2016	0
GADD45B	Other gene (n = 17,031)		1.743	0
SSBP1	Other gene (n = 17,031)		1.8185	0
CMYA5	Other gene (n = 17,031)		2.4843	0
C7	Other gene (n = 17,031)		2.0679	0
ATL3	Other gene (n = 17,031)		1.9776	0
TBC1D32	Other gene (n = 17,031)		2.2274	0
MCMDC2	Other gene (n = 17,031)		1.9657	0
ICOS	Other gene (n = 17,031)		1.7824	0
KCNK1	Other gene (n = 17,031)		1.7804	0
NDUFAF1	Other gene (n = 17,031)		1.8162	0
KARS	Other gene (n = 17,031)		1.9633	0
UFC1	Other gene (n = 17,031)		1.8153	0
DYM	Other gene (n = 17,031)		2.0339	0
KCNS3	Other gene (n = 17,031)		1.83	0
PLXDC1	Other gene (n = 17,031)		1.929	0
PCDP1	Other gene (n = 17,031)		2.0842	0
CLN3	Other gene (n = 17,031)		1.9263	0
EDAR	Other gene (n = 17,031)		1.9027	0
ZNF25	Other gene (n = 17,031)		1.8689	0
TIMM17B	Other gene (n = 17,031)		1.7602	0
SESN2	Other gene (n = 17,031)		1.9132	0
ARMC3	Other gene (n = 17,031)		2.0297	0
PCCA	Other gene (n = 17,031)		2.0637	0
SLC3A2	Other gene (n = 17,031)		1.9383	0
ZMYND12	Other gene (n = 17,031)		1.8696	0
GLMN	Other gene (n = 17,031)		2.0221	0
MIP	Other gene (n = 17,031)		1.7768	0
C12orf65	Other gene (n = 17,031)		1.7374	0
DONSON	Other gene (n = 17,031)		1.9226	0
PALD1	Other gene (n = 17,031)		2.0579	0
IL1RN	Other gene (n = 17,031)		1.7761	0
EPHX4	Other gene (n = 17,031)		1.8757	0
SLC44A4	Other gene (n = 17,031)		2.0498	0
DUS2	Other gene (n = 17,031)		1.9866	0
ZCRB1	Other gene (n = 17,031)		1.8064	0
TIGD5	Other gene (n = 17,031)		1.8224	0
MEGF6	Other gene (n = 17,031)		2.2728	0
CRLF1	Other gene (n = 17,031)		1.8605	0
CHML	Other gene (n = 17,031)		1.8606	0
ANKRD30B	Other gene (n = 17,031)		2.1386	0
ANKRD6	Other gene (n = 17,031)		1.9954	0
NME7	Other gene (n = 17,031)		1.8801	0
PCDHGA11	Other gene (n = 17,031)		1.9331	0
BCL2A1	Other gene (n = 17,031)		1.7336	0
UNC45B	Other gene (n = 17,031)		2.0444	0
HEATR6	Other gene (n = 17,031)		2.1238	0
AFP	Other gene (n = 17,031)		1.9864	0
ROBO4	Other gene (n = 17,031)		2.0474	0
RNF24	Other gene (n = 17,031)		1.7722	0
CISD2	Other gene (n = 17,031)		1.7073	0
ABCA4	Other gene (n = 17,031)		2.3681	0
PELO	Other gene (n = 17,031)		1.7861	0
FUZ	Other gene (n = 17,031)		1.8663	0
P2RY2	Other gene (n = 17,031)		1.7521	0
ZNF175	Other gene (n = 17,031)		1.9088	0
RPS6KL1	Other gene (n = 17,031)		1.91	0
HSCB	Other gene (n = 17,031)		1.8027	0
IL12RB1	Other gene (n = 17,031)		2.0314	0
ANO9	Other gene (n = 17,031)		2.0409	0
GCNT4	Other gene (n = 17,031)		1.8117	0
ZNF696	Other gene (n = 17,031)		1.7295	0
FYCO1	Other gene (n = 17,031)		2.1752	0
ZCCHC7	Other gene (n = 17,031)		1.9339	0
LILRA6	Other gene (n = 17,031)		1.8507	0
ZNRD1	Other gene (n = 17,031)		1.7296	0
ALPK3	Other gene (n = 17,031)		2.1538	0
NAT10	Other gene (n = 17,031)		2.1221	0
LYSMD2	Other gene (n = 17,031)		1.7065	0
TGIF1	Other gene (n = 17,031)		1.7842	0
SCNN1A	Other gene (n = 17,031)		1.9715	0
SFXN4	Other gene (n = 17,031)		1.9009	0
TMPRSS11E	Other gene (n = 17,031)		1.8923	0
FCRL1	Other gene (n = 17,031)		1.8708	0
DERA	Other gene (n = 17,031)		1.8239	0
ILVBL	Other gene (n = 17,031)		1.9193	0
TMEM205	Other gene (n = 17,031)		1.766	0
FAM20B	Other gene (n = 17,031)		1.8649	0
CCDC138	Other gene (n = 17,031)		1.959	0
KLHL31	Other gene (n = 17,031)		1.8683	0
KRTDAP	Other gene (n = 17,031)		1.7465	0
COCH	Other gene (n = 17,031)		1.8991	0
SIMC1	Other gene (n = 17,031)		1.8674	0
ZNF311	Other gene (n = 17,031)		1.9161	0
SDE2	Other gene (n = 17,031)		1.8779	0
SLC26A6	Other gene (n = 17,031)		1.978	0
NSUN4	Other gene (n = 17,031)		1.8734	0
CYCS	Other gene (n = 17,031)		1.6696	0
GH1	Other gene (n = 17,031)		1.7612	0
EPS8L3	Other gene (n = 17,031)		1.9931	0
IAH1	Other gene (n = 17,031)		1.792	0
POC5	Other gene (n = 17,031)		1.8909	0
ZFP30	Other gene (n = 17,031)		1.8814	0
DARS2	Other gene (n = 17,031)		1.9748000000000001	0
ARHGEF38	Other gene (n = 17,031)		1.924	0
DDC	Other gene (n = 17,031)		1.8968	0
ELK4	Other gene (n = 17,031)		1.787	0
SAP18	Other gene (n = 17,031)		1.7431	0
ATP6AP1L	Other gene (n = 17,031)		1.7589	0
HSDL1	Other gene (n = 17,031)		1.7876	0
STK16	Other gene (n = 17,031)		1.8274	0
ZCCHC18	Other gene (n = 17,031)		1.7013	0
P2RX7	Other gene (n = 17,031)		1.9471	0
MICAL1	Other gene (n = 17,031)		2.0888	0
CHKB	Other gene (n = 17,031)		1.875	0
ORAI2	Other gene (n = 17,031)		1.7222	0
TYMP	Other gene (n = 17,031)		1.8228	0
MRPL45	Other gene (n = 17,031)		1.8349	0
EEF1E1	Other gene (n = 17,031)		1.7405	0
HEXB	Other gene (n = 17,031)		1.93	0
ACSBG2	Other gene (n = 17,031)		1.9373	0
TMPRSS11D	Other gene (n = 17,031)		1.845	0
B3GALT1	Other gene (n = 17,031)		1.7714	0
FICD	Other gene (n = 17,031)		1.7715	0
ARL6	Other gene (n = 17,031)		1.7684	0
GLYATL1	Other gene (n = 17,031)		1.7818	0
CD69	Other gene (n = 17,031)		1.7546	0
KREMEN2	Other gene (n = 17,031)		1.8308	0
SNX7	Other gene (n = 17,031)		1.8321	0
POLR1E	Other gene (n = 17,031)		1.8705	0
CC2D1B	Other gene (n = 17,031)		2.0388	0
DUSP1	Other gene (n = 17,031)		1.7695	0
ZCCHC9	Other gene (n = 17,031)		1.7951	0
ARG1	Other gene (n = 17,031)		1.8073	0
PHACTR1	Other gene (n = 17,031)		1.6666	0
IRF3	Other gene (n = 17,031)		1.8184	0
TPPP	Other gene (n = 17,031)		1.7178	0
PLA2G4D	Other gene (n = 17,031)		1.9827	0
VWA3A	Other gene (n = 17,031)		2.1099	0
GDNF	Other gene (n = 17,031)		1.7184	0
FBXL4	Other gene (n = 17,031)		1.896	0
NLRC4	Other gene (n = 17,031)		1.9435	0
RBAK	Other gene (n = 17,031)		1.8951	0
UEVLD	Other gene (n = 17,031)		1.869	0
LRRC46	Other gene (n = 17,031)		1.7937	0
ICOSLG	Other gene (n = 17,031)		1.8015	0
SEMA4F	Other gene (n = 17,031)		1.9557	0
ZSCAN29	Other gene (n = 17,031)		1.9251	0
ATP1B4	Other gene (n = 17,031)		1.8029	0
MEP1A	Other gene (n = 17,031)		1.9556	0
C2orf43	Other gene (n = 17,031)		1.8021	0
PRMT6	Other gene (n = 17,031)		1.777	0
FASTKD5	Other gene (n = 17,031)		1.8801	0
INVS	Other gene (n = 17,031)		2.0199	0
FMR1NB	Other gene (n = 17,031)		1.7348	0
KCNA5	Other gene (n = 17,031)		1.7898	0
CTD-3074O7.11	Other gene (n = 17,031)		1.9302	0
IL12B	Other gene (n = 17,031)		1.8133	0
ADCK2	Other gene (n = 17,031)		1.8614	0
TXNDC2	Other gene (n = 17,031)		1.6632	0
RMI1	Other gene (n = 17,031)		1.8403	0
TUBD1	Other gene (n = 17,031)		1.8489	0
CD27	Other gene (n = 17,031)		1.7625	0
TMEM50B	Other gene (n = 17,031)		1.7486	0
PNMAL1	Other gene (n = 17,031)		1.776	0
C11orf63	Other gene (n = 17,031)		1.9415	0
CATSPERD	Other gene (n = 17,031)		1.9747	0
COL6A5	Other gene (n = 17,031)		2.2526	0
TYROBP	Other gene (n = 17,031)		1.7145	0
ZNF454	Other gene (n = 17,031)		1.8387	0
ARHGAP22	Other gene (n = 17,031)		1.8914	0
PRKAA2	Other gene (n = 17,031)		1.875	0
TDRD10	Other gene (n = 17,031)		1.8275	0
TM6SF2	Other gene (n = 17,031)		1.8182	0
IGFBP6	Other gene (n = 17,031)		1.7448	0
LRRC32	Other gene (n = 17,031)		1.7831	0
FRZB	Other gene (n = 17,031)		1.7857	0
LIX1L	Other gene (n = 17,031)		1.7937	0
ALDH1L2	Other gene (n = 17,031)		1.9975	0
COL22A1	Other gene (n = 17,031)		2.2333	0
KNG1	Other gene (n = 17,031)		1.9027	0
ADAM33	Other gene (n = 17,031)		1.9687	0
MTHFR	Other gene (n = 17,031)		1.9027	0
ECM2	Other gene (n = 17,031)		1.8842	0
CEP41	Other gene (n = 17,031)		1.8333	0
BLVRA	Other gene (n = 17,031)		1.7927	0
OTUD3	Other gene (n = 17,031)		1.8129	0
PBXIP1	Other gene (n = 17,031)		1.9079	0
THBS4	Other gene (n = 17,031)		2.009	0
TMEM203	Other gene (n = 17,031)		1.6616	0
NVL	Other gene (n = 17,031)		2.0065	0
RARS2	Other gene (n = 17,031)		1.9453	0
SLC2A2	Other gene (n = 17,031)		1.8654	0
RIN1	Other gene (n = 17,031)		1.8465	0
CD3E	Other gene (n = 17,031)		1.7886	0
MME	Other gene (n = 17,031)		2.0027	0
KBTBD7	Other gene (n = 17,031)		1.8311	0
KRT9	Other gene (n = 17,031)		1.841	0
ZNF626	Other gene (n = 17,031)		1.69	0
KLHL40	Other gene (n = 17,031)		1.8274	0
IMPA2	Other gene (n = 17,031)		1.7748	0
CHI3L1	Other gene (n = 17,031)		1.8158	0
PSMG1	Other gene (n = 17,031)		1.7856	0
ANKMY2	Other gene (n = 17,031)		1.825	0
C17orf59	Other gene (n = 17,031)		1.7084	0
DIS3L	Other gene (n = 17,031)		1.996	0
CASP1	Other gene (n = 17,031)		1.8075	0
GLI1	Other gene (n = 17,031)		1.9429	0
PKLR	Other gene (n = 17,031)		1.8446	0
COL19A1	Other gene (n = 17,031)		2.1167	0
MYOT	Other gene (n = 17,031)		1.8584	0
FLOT1	Other gene (n = 17,031)		1.8654	0
SH3D21	Other gene (n = 17,031)		1.9091	0
USP40	Other gene (n = 17,031)		2.0592	0
EXO1	Other gene (n = 17,031)		1.9219	0
HOOK2	Other gene (n = 17,031)		1.9828	0
YY2	Other gene (n = 17,031)		1.6873	0
MED9	Other gene (n = 17,031)		1.687	0
C3orf67	Other gene (n = 17,031)		1.8952	0
ACBD4	Other gene (n = 17,031)		1.8267	0
SYT17	Other gene (n = 17,031)		1.8099	0
SARS2	Other gene (n = 17,031)		1.8746	0
ADAM8	Other gene (n = 17,031)		1.9362	0
KRT80	Other gene (n = 17,031)		1.819	0
RNFT1	Other gene (n = 17,031)		1.8279	0
KIAA1328	Other gene (n = 17,031)		1.8512	0
TUSC3	Other gene (n = 17,031)		1.8186	0
ZNF227	Other gene (n = 17,031)		1.89	0
GSG1	Other gene (n = 17,031)		1.7666	0
TELO2	Other gene (n = 17,031)		1.9264	0
CDO1	Other gene (n = 17,031)		1.7446	0
PERP	Other gene (n = 17,031)		1.7175	0
VHL	Other gene (n = 17,031)		1.7179	0
HMOX1	Other gene (n = 17,031)		1.7457	0
OAS1	Other gene (n = 17,031)		1.7991	0
EGFLAM	Other gene (n = 17,031)		1.9824	0
SCD5	Other gene (n = 17,031)		1.7664	0
TRMT13	Other gene (n = 17,031)		1.8358	0
PDSS1	Other gene (n = 17,031)		1.8454	0
IER3	Other gene (n = 17,031)		1.6554	0
PIH1D1	Other gene (n = 17,031)		1.7841	0
RELT	Other gene (n = 17,031)		1.8221	0
CNGA1	Other gene (n = 17,031)		1.8896	0
TMEM5	Other gene (n = 17,031)		1.8218	0
PRMT10	Other gene (n = 17,031)		1.8992	0
C9orf72	Other gene (n = 17,031)		1.8192	0
ADAMTS18	Other gene (n = 17,031)		2.0685	0
LMAN2	Other gene (n = 17,031)		1.7862	0
LMBRD1	Other gene (n = 17,031)		1.8824	0
PDZD11	Other gene (n = 17,031)		1.7009	0
NUP37	Other gene (n = 17,031)		1.8021	0
NUBPL	Other gene (n = 17,031)		1.7999	0
CENPW	Other gene (n = 17,031)		1.6808	0
ALPK1	Other gene (n = 17,031)		1.9752	0
ZNF286A	Other gene (n = 17,031)		1.8077	0
FTCDNL1	Other gene (n = 17,031)		1.6808	0
HRC	Other gene (n = 17,031)		1.849	0
LY6G5C	Other gene (n = 17,031)		1.6814	0
CCDC42B	Other gene (n = 17,031)		1.7715	0
LAMTOR2	Other gene (n = 17,031)		1.6994	0
SEC61G	Other gene (n = 17,031)		1.6549	0
BCLAF1	Other gene (n = 17,031)		1.92	0
TCN2	Other gene (n = 17,031)		1.813	0
NT5DC4	Other gene (n = 17,031)		1.8436	0
ANTXRL	Other gene (n = 17,031)		1.8346	0
LIPC	Other gene (n = 17,031)		1.8213	0
GPR52	Other gene (n = 17,031)		1.7382	0
XKR3	Other gene (n = 17,031)		1.7119	0
GGCX	Other gene (n = 17,031)		1.9147	0
PTMS	Other gene (n = 17,031)		1.697	0
DNPEP	Other gene (n = 17,031)		1.8363	0
POLI	Other gene (n = 17,031)		1.8379	0
SPINK5	Other gene (n = 17,031)		2.0419	0
TGM1	Other gene (n = 17,031)		1.9043	0
ZNF232	Other gene (n = 17,031)		1.7888	0
POC1A	Other gene (n = 17,031)		1.7996	0
GHRHR	Other gene (n = 17,031)		1.8249	0
GPR144	Other gene (n = 17,031)		1.9188	0
UMPS	Other gene (n = 17,031)		1.7768	0
GLP2R	Other gene (n = 17,031)		1.8755	0
ZNF557	Other gene (n = 17,031)		1.7227	0
CHEK1	Other gene (n = 17,031)		1.8338	0
PRR16	Other gene (n = 17,031)		1.7107	0
KIAA1430	Other gene (n = 17,031)		1.7751	0
CNDP2	Other gene (n = 17,031)		1.8243	0
CRLS1	Other gene (n = 17,031)		1.7429	0
ARHGAP10	Other gene (n = 17,031)		1.9382	0
FAM76A	Other gene (n = 17,031)		1.7884	0
LTA	Other gene (n = 17,031)		1.6946	0
MGST2	Other gene (n = 17,031)		1.7086	0
MARCH11	Other gene (n = 17,031)		1.7437	0
SCARA5	Other gene (n = 17,031)		1.7888	0
P2RX3	Other gene (n = 17,031)		1.8071	0
SLC10A4	Other gene (n = 17,031)		1.7216	0
SYNPO2L	Other gene (n = 17,031)		1.8538	0
SUSD1	Other gene (n = 17,031)		1.8944	0
ECD	Other gene (n = 17,031)		1.8769	0
ITM2A	Other gene (n = 17,031)		1.6936	0
TLR2	Other gene (n = 17,031)		1.8009	0
NPNT	Other gene (n = 17,031)		1.8513	0
LRRC36	Other gene (n = 17,031)		1.8712	0
HLA-F	Other gene (n = 17,031)		1.7776	0
TMEM176A	Other gene (n = 17,031)		1.7294	0
WDR78	Other gene (n = 17,031)		1.9236	0
RSPH3	Other gene (n = 17,031)		1.8172	0
TPH1	Other gene (n = 17,031)		1.811	0
ESPN	Other gene (n = 17,031)		1.8336	0
DOK7	Other gene (n = 17,031)		1.7665	0
GIPC3	Other gene (n = 17,031)		1.7275	0
RHOU	Other gene (n = 17,031)		1.7051	0
AMHR2	Other gene (n = 17,031)		1.848	0
TAGLN2	Other gene (n = 17,031)		1.7284	0
FMN1	Other gene (n = 17,031)		1.9307	0
HEATR2	Other gene (n = 17,031)		1.849	0
KLHL33	Other gene (n = 17,031)		1.7789	0
MAD2L1	Other gene (n = 17,031)		1.7252	0
YPEL4	Other gene (n = 17,031)		1.69	0
RHBDF1	Other gene (n = 17,031)		1.8936	0
PEX19	Other gene (n = 17,031)		1.7538	0
ATG7	Other gene (n = 17,031)		1.8576	0
HGD	Other gene (n = 17,031)		1.8133	0
ANXA7	Other gene (n = 17,031)		1.8324	0
AOX1	Other gene (n = 17,031)		2.0217	0
OR2T4	Other gene (n = 17,031)		1.6876	0
APOC2	Other gene (n = 17,031)		1.6718	0
ASL	Other gene (n = 17,031)		1.8319	0
CD200R1L	Other gene (n = 17,031)		1.7321	0
NPC1L1	Other gene (n = 17,031)		1.939	0
ANKEF1	Other gene (n = 17,031)		1.8306	0
NNAT	Other gene (n = 17,031)		1.6711	0
ZNF259	Other gene (n = 17,031)		1.8129	0
SEC14L2	Other gene (n = 17,031)		1.8081	0
AK1	Other gene (n = 17,031)		1.7101	0
GALC	Other gene (n = 17,031)		1.8848	0
ABCB10	Other gene (n = 17,031)		1.8067	0
ALDH5A1	Other gene (n = 17,031)		1.7947	0
RTN4IP1	Other gene (n = 17,031)		1.7806	0
PLOD1	Other gene (n = 17,031)		1.8809	0
ORMDL2	Other gene (n = 17,031)		1.6848	0
PITRM1	Other gene (n = 17,031)		1.9273	0
ATP1A4	Other gene (n = 17,031)		1.9262	0
PLEKHH2	Other gene (n = 17,031)		2.0219	0
ESPNL	Other gene (n = 17,031)		1.8279	0
CORO7-PAM16	Other gene (n = 17,031)		1.96	0
SAMHD1	Other gene (n = 17,031)		1.8584	0
CAND2	Other gene (n = 17,031)		1.8838	0
LRGUK	Other gene (n = 17,031)		1.8754	0
CCDC106	Other gene (n = 17,031)		1.7068	0
ASB1	Other gene (n = 17,031)		1.7247	0
RSPH4A	Other gene (n = 17,031)		1.8283	0
ATP6V1C2	Other gene (n = 17,031)		1.7996	0
PCDHGA5	Other gene (n = 17,031)		1.7986	0
FBXL13	Other gene (n = 17,031)		1.8449	0
C9orf3	Other gene (n = 17,031)		1.8739	0
LIPN	Other gene (n = 17,031)		1.7545	0
CLEC17A	Other gene (n = 17,031)		1.7876	0
CEP57L1	Other gene (n = 17,031)		1.7948	0
KRTAP4-12	Other gene (n = 17,031)		1.6802	0
GBA2	Other gene (n = 17,031)		1.9141	0
CTSK	Other gene (n = 17,031)		1.7543	0
PRSS22	Other gene (n = 17,031)		1.7218	0
PHAX	Other gene (n = 17,031)		1.7681	0
VWA3B	Other gene (n = 17,031)		1.9661	0
PCDHGB4	Other gene (n = 17,031)		1.7915	0
RP11-178C3.1	Other gene (n = 17,031)		1.6653	0
ABHD11	Other gene (n = 17,031)		1.7191	0
CNNM4	Other gene (n = 17,031)		1.78	0
CYB5R4	Other gene (n = 17,031)		1.8037	0
ARFIP1	Other gene (n = 17,031)		1.7516	0
ABCC10	Other gene (n = 17,031)		1.9521	0
HAND2	Other gene (n = 17,031)		1.6653	0
GALNT12	Other gene (n = 17,031)		1.7709	0
SLC4A11	Other gene (n = 17,031)		1.8572	0
FCRL4	Other gene (n = 17,031)		1.8059	0
FAM207A	Other gene (n = 17,031)		1.6883	0
MCOLN3	Other gene (n = 17,031)		1.818	0
RFC3	Other gene (n = 17,031)		1.7546	0
TMPRSS2	Other gene (n = 17,031)		1.8113	0
HBEGF	Other gene (n = 17,031)		1.6882	0
TMEM151A	Other gene (n = 17,031)		1.7136	0
ATP6V0E1	Other gene (n = 17,031)		1.6619	0
PADI3	Other gene (n = 17,031)		1.8057	0
EXPH5	Other gene (n = 17,031)		1.9309	0
POLRMT	Other gene (n = 17,031)		1.8921	0
APOBEC3C	Other gene (n = 17,031)		1.6976	0
DUS3L	Other gene (n = 17,031)		1.8141	0
SHC4	Other gene (n = 17,031)		1.8093	0
CIDEC	Other gene (n = 17,031)		1.707	0
MPP7	Other gene (n = 17,031)		1.8182	0
P4HA3	Other gene (n = 17,031)		1.8014	0
TOMM20	Other gene (n = 17,031)		1.6972	0
FUCA1	Other gene (n = 17,031)		1.78	0
TMEM67	Other gene (n = 17,031)		1.9164	0
PLCXD3	Other gene (n = 17,031)		1.704	0
UPF3A	Other gene (n = 17,031)		1.762	0
UBE2Q2	Other gene (n = 17,031)		1.7733	0
C1orf50	Other gene (n = 17,031)		1.6956	0
LIPT2	Other gene (n = 17,031)		1.6407	0
STMN1	Other gene (n = 17,031)		1.6851	0
OSMR	Other gene (n = 17,031)		1.868	0
ARFGAP3	Other gene (n = 17,031)		1.8055	0
AADAC	Other gene (n = 17,031)		1.7113	0
MYH7B	Other gene (n = 17,031)		2.0285	0
SLC22A15	Other gene (n = 17,031)		1.7902	0
CNPY2	Other gene (n = 17,031)		1.7134	0
CCDC60	Other gene (n = 17,031)		1.7976	0
BVES	Other gene (n = 17,031)		1.7446	0
KBTBD4	Other gene (n = 17,031)		1.7508	0
RCBTB2	Other gene (n = 17,031)		1.7862	0
SP110	Other gene (n = 17,031)		1.8344	0
ALDH6A1	Other gene (n = 17,031)		1.7914	0
PDCD6	Other gene (n = 17,031)		1.7021	0
COL10A1	Other gene (n = 17,031)		1.7385	0
WRN	Other gene (n = 17,031)		1.9613	0
STX17	Other gene (n = 17,031)		1.7314	0
TRMT1	Other gene (n = 17,031)		1.8175	0
SDF2	Other gene (n = 17,031)		1.6912	0
CPXM2	Other gene (n = 17,031)		1.8149	0
MCM8	Other gene (n = 17,031)		1.8497	0
MEF2B	Other gene (n = 17,031)		1.7143	0
TNK1	Other gene (n = 17,031)		1.7728	0
POU4F2	Other gene (n = 17,031)		1.6817	0
KRT71	Other gene (n = 17,031)		1.7552	0
TMEM119	Other gene (n = 17,031)		1.6387	0
AMELX	Other gene (n = 17,031)		1.6793	0
RAB17	Other gene (n = 17,031)		1.68	0
DSC1	Other gene (n = 17,031)		1.8375	0
NT5C1B-RDH14	Other gene (n = 17,031)		1.783	0
SOAT1	Other gene (n = 17,031)		1.7828	0
NUDT9	Other gene (n = 17,031)		1.7373	0
ZNF729	Other gene (n = 17,031)		1.657	0
IMP4	Other gene (n = 17,031)		1.7488	0
PIP5KL1	Other gene (n = 17,031)		1.7308	0
SLC25A44	Other gene (n = 17,031)		1.712	0
ADC	Other gene (n = 17,031)		1.7492	0
SFRP4	Other gene (n = 17,031)		1.7219	0
DPPA4	Other gene (n = 17,031)		1.717	0
TGOLN2	Other gene (n = 17,031)		1.7008	0
PIGT	Other gene (n = 17,031)		1.7799	0
CDKN2C	Other gene (n = 17,031)		1.6555	0
NUDT6	Other gene (n = 17,031)		1.7281	0
CGN	Other gene (n = 17,031)		1.9276	0
SPAG4	Other gene (n = 17,031)		1.7515	0
TCAP	Other gene (n = 17,031)		1.6669	0
OSER1	Other gene (n = 17,031)		1.7022	0
ATP6V1B1	Other gene (n = 17,031)		1.7745	0
SDF2L1	Other gene (n = 17,031)		1.6676	0
NKAPL	Other gene (n = 17,031)		1.7202	0
KCTD13	Other gene (n = 17,031)		1.7073	0
KANK1	Other gene (n = 17,031)		1.8405	0
SYCP3	Other gene (n = 17,031)		1.7181	0
ZNF500	Other gene (n = 17,031)		1.7329	0
ZCCHC4	Other gene (n = 17,031)		1.7778	0
FAM110D	Other gene (n = 17,031)		1.6523	0
NGLY1	Other gene (n = 17,031)		1.8001	0
PPM1M	Other gene (n = 17,031)		1.7027	0
CHST10	Other gene (n = 17,031)		1.7161	0
INO80E	Other gene (n = 17,031)		1.6908	0
ACADS	Other gene (n = 17,031)		1.7355	0
SGPP2	Other gene (n = 17,031)		1.6958	0
NPM2	Other gene (n = 17,031)		1.7025	0
ZNF649	Other gene (n = 17,031)		1.6732	0
TMEM8B	Other gene (n = 17,031)		1.7347	0
ACSS3	Other gene (n = 17,031)		1.7928	0
FKBP1B	Other gene (n = 17,031)		1.6512	0
GNMT	Other gene (n = 17,031)		1.6951	0
GEN1	Other gene (n = 17,031)		1.8067	0
CCDC43	Other gene (n = 17,031)		1.7087	0
RHD	Other gene (n = 17,031)		1.7197	0
AOAH	Other gene (n = 17,031)		1.8	0
SMPX	Other gene (n = 17,031)		1.6337	0
TNFSF15	Other gene (n = 17,031)		1.6953	0
ITFG2	Other gene (n = 17,031)		1.7504	0
AGTRAP	Other gene (n = 17,031)		1.6633	0
TRIM29	Other gene (n = 17,031)		1.7464	0
SCUBE2	Other gene (n = 17,031)		1.8481	0
OCLN	Other gene (n = 17,031)		1.7355	0
B9D1	Other gene (n = 17,031)		1.6931	0
DDAH1	Other gene (n = 17,031)		1.6921	0
SIVA1	Other gene (n = 17,031)		1.6778	0
TMEM241	Other gene (n = 17,031)		1.7316	0
A2ML1	Other gene (n = 17,031)		1.9114	0
HOXD13	Other gene (n = 17,031)		1.6861	0
RAB2B	Other gene (n = 17,031)		1.693	0
ZP3	Other gene (n = 17,031)		1.7037	0
LRRC63	Other gene (n = 17,031)		1.7164	0
ZNF568	Other gene (n = 17,031)		1.7584	0
RSU1	Other gene (n = 17,031)		1.6946	0
CHCHD4	Other gene (n = 17,031)		1.6593	0
